id,title,votes,comment_count_listed,messages_downloaded,new_or_changed_messages,changed_since_previous,post_date,last_comment_post_date,is_sticky,url
715126,対策必須！？ミアレシティ,0,0,1,0,False,2026-06-27T20:01:10.014217900Z,2026-06-27T20:01:10.013333300Z,False,https://www.kaggle.com/competitions/pokemon-tcg-ai-battle/discussion/715126
715572,Attack damage lookup for supervised value network,0,1,2,0,False,2026-06-28T21:34:55.162532300Z,2026-06-29T04:05:48.276666700Z,False,https://www.kaggle.com/competitions/pokemon-tcg-ai-battle/discussion/715572
715319,How to obtain results of all episodes,0,2,3,0,False,2026-06-28T10:47:49.690517200Z,2026-06-28T21:40:46.846666700Z,False,https://www.kaggle.com/competitions/pokemon-tcg-ai-battle/discussion/715319
715331,Issue with score system,0,0,1,0,False,2026-06-28T11:11:05.479723500Z,2026-06-28T11:11:05.480Z,False,https://www.kaggle.com/competitions/pokemon-tcg-ai-battle/discussion/715331
709584,"""Gouging Fire"" is missing from the card pool.",0,2,3,0,False,2026-06-19T08:03:58.598197900Z,2026-07-03T04:33:06.350Z,False,https://www.kaggle.com/competitions/pokemon-tcg-ai-battle/discussion/709584
713398,Pokémon TCG UI based Deck Builder Utility,1,2,3,0,False,2026-06-24T12:45:50.144390300Z,2026-06-29T18:09:57.280Z,False,https://www.kaggle.com/competitions/pokemon-tcg-ai-battle/discussion/713398
708810,Question on inference environment,37,6,7,0,False,2026-06-17T01:11:51.684960300Z,2026-06-24T01:48:57.356666700Z,False,https://www.kaggle.com/competitions/pokemon-tcg-ai-battle/discussion/708810
708809,What are good resources when learning the rules?,9,4,5,0,False,2026-06-17T00:53:23.371154900Z,2026-06-27T02:25:50.653333300Z,False,https://www.kaggle.com/competitions/pokemon-tcg-ai-battle/discussion/708809
712119,Question about using self-play / human-play logs as external data,11,7,8,0,False,2026-06-22T12:59:48.201757900Z,2026-06-23T17:22:48.880Z,False,https://www.kaggle.com/competitions/pokemon-tcg-ai-battle/discussion/712119
714920,[Bug Report] AI Agents are completely blind during Deck Searches (No Card IDs provided in observation),0,1,2,0,False,2026-06-27T10:45:01.461688300Z,2026-06-27T14:15:40.433333300Z,False,https://www.kaggle.com/competitions/pokemon-tcg-ai-battle/discussion/714920
715124,エネルギーなし　オーガポンコントロール,-5,1,2,0,False,2026-06-27T19:47:01.995768400Z,2026-06-28T05:55:16.960Z,False,https://www.kaggle.com/competitions/pokemon-tcg-ai-battle/discussion/715124
713132,[中文｜Chinese edition] the rules of the Pokémon Trading Card Game,5,3,4,0,False,2026-06-24T02:13:31.053830200Z,2026-06-24T03:21:15.066666700Z,False,https://www.kaggle.com/competitions/pokemon-tcg-ai-battle/discussion/713132
714444, [RESOLVED] Cinderace's Explosiveness does not prevent mulligan,1,3,4,0,False,2026-06-26T09:59:27.119542700Z,2026-06-26T11:51:59.383333300Z,False,https://www.kaggle.com/competitions/pokemon-tcg-ai-battle/discussion/714444
711329,Proposal: an official API extension for simulation / search-based agents,22,0,1,0,False,2026-06-21T10:29:44.646801300Z,2026-06-21T10:29:44.646666700Z,False,https://www.kaggle.com/competitions/pokemon-tcg-ai-battle/discussion/711329
712476,How can I keep my older agent active when submitting a new one?,3,9,10,0,False,2026-06-22T23:24:55.830409Z,2026-06-23T15:45:20.750Z,False,https://www.kaggle.com/competitions/pokemon-tcg-ai-battle/discussion/712476
714342,"Public Notebook / Discussion Signals Worth Watching - June 26, 2026",1,1,2,0,False,2026-06-26T05:38:04.374769200Z,2026-06-26T06:42:47.323333300Z,False,https://www.kaggle.com/competitions/pokemon-tcg-ai-battle/discussion/714342
712481,Live meta dashboard + open API for the ladder,4,4,5,0,False,2026-06-22T23:51:07.016100900Z,2026-06-23T22:17:08.096666700Z,False,https://www.kaggle.com/competitions/pokemon-tcg-ai-battle/discussion/712481
713603,Game timer,0,2,3,0,False,2026-06-24T19:30:47.652704700Z,2026-06-26T21:38:56.523333300Z,False,https://www.kaggle.com/competitions/pokemon-tcg-ai-battle/discussion/713603
708869,Is there a way to view the visualizer without submitting?,39,6,7,0,False,2026-06-17T05:25:02.294017300Z,2026-06-21T10:53:09.713333300Z,False,https://www.kaggle.com/competitions/pokemon-tcg-ai-battle/discussion/708869
709494,[For First-Timers] Kaggle Rules You Should Know for PokeCa ABC,51,10,11,0,False,2026-06-18T23:27:38.615705900Z,2026-06-19T16:48:19.963333300Z,False,https://www.kaggle.com/competitions/pokemon-tcg-ai-battle/discussion/709494
712011,[Dataset+Notebook] 16 Decks That Actually Won Real Pokémon Tournaments — Ready-to-Use deck.csv,8,0,1,0,False,2026-06-22T09:21:29.543702400Z,2026-06-22T09:21:29.543333300Z,False,https://www.kaggle.com/competitions/pokemon-tcg-ai-battle/discussion/712011
709645,【Japanese Translation】Kaggle へ初めて参加される方へ： PokeCa ABC に出場する上で知っておくべきルール,13,2,3,0,False,2026-06-19T13:47:50.765756800Z,2026-06-22T11:16:26.463333300Z,False,https://www.kaggle.com/competitions/pokemon-tcg-ai-battle/discussion/709645
709642,Question about submission file size limit,3,2,3,0,False,2026-06-19T13:30:44.403979400Z,2026-06-26T03:38:44.870Z,False,https://www.kaggle.com/competitions/pokemon-tcg-ai-battle/discussion/709642
712716,make a option to download all of the replays in once ,1,2,3,0,False,2026-06-23T10:07:15.998104200Z,2026-06-24T04:36:55.300Z,False,https://www.kaggle.com/competitions/pokemon-tcg-ai-battle/discussion/712716
713111,How to find Attack ID.,1,1,2,0,False,2026-06-24T00:31:06.162108800Z,2026-06-24T00:39:29.903333300Z,False,https://www.kaggle.com/competitions/pokemon-tcg-ai-battle/discussion/713111
708929,Game engine source code?,29,14,15,0,False,2026-06-17T07:39:43.821890800Z,2026-06-19T03:20:36.056666700Z,False,https://www.kaggle.com/competitions/pokemon-tcg-ai-battle/discussion/708929
713650,The Referee,-2,0,1,0,False,2026-06-24T21:02:24.517772Z,2026-06-24T21:02:24.516666700Z,False,https://www.kaggle.com/competitions/pokemon-tcg-ai-battle/discussion/713650
711280,"Strategy scoring (Model Score 70%) and ""universal vs deck-specific"" agent design a few questions",5,0,1,0,False,2026-06-21T09:22:21.385018300Z,2026-06-21T09:22:21.386666700Z,False,https://www.kaggle.com/competitions/pokemon-tcg-ai-battle/discussion/711280
712977, cardId = 481  'Serperior ex' skill contains japanese text,0,2,3,0,False,2026-06-23T18:39:27.512714Z,2026-06-23T20:24:22.846666700Z,False,https://www.kaggle.com/competitions/pokemon-tcg-ai-battle/discussion/712977
712226,"Bug Report: Engine forces minCount=2 for Mirage Barrage discard, ignoring Ignition Energy's value",0,2,3,0,False,2026-06-22T16:10:21.322213300Z,2026-06-24T10:25:58.196666700Z,False,https://www.kaggle.com/competitions/pokemon-tcg-ai-battle/discussion/712226
712820, Submission only scores once and then stops – no further activity,0,0,1,0,False,2026-06-23T14:24:39.872486300Z,2026-06-23T14:24:39.873333300Z,False,https://www.kaggle.com/competitions/pokemon-tcg-ai-battle/discussion/712820
712811,Issue with the Unfair Stamp's behavior,0,0,1,0,False,2026-06-23T14:12:25.802154800Z,2026-06-23T14:12:25.803333300Z,False,https://www.kaggle.com/competitions/pokemon-tcg-ai-battle/discussion/712811
712792,cards sets allowed for Limited Card Battle.,0,0,1,0,False,2026-06-23T13:16:37.636217500Z,2026-06-23T13:16:37.636666700Z,False,https://www.kaggle.com/competitions/pokemon-tcg-ai-battle/discussion/712792
712654,card2vec: Is attribute-based card embedding actually useful for RL agents?,1,0,1,0,False,2026-06-23T08:01:46.287619600Z,2026-06-23T08:01:46.286666700Z,False,https://www.kaggle.com/competitions/pokemon-tcg-ai-battle/discussion/712654
711355,Is the Training Required ?,2,1,2,0,False,2026-06-21T11:12:25.655045100Z,2026-06-21T17:34:47.266666700Z,False,https://www.kaggle.com/competitions/pokemon-tcg-ai-battle/discussion/711355
710971,Time limit per turn,4,0,1,0,False,2026-06-20T22:00:45.716191200Z,2026-06-20T22:00:45.716666700Z,False,https://www.kaggle.com/competitions/pokemon-tcg-ai-battle/discussion/710971
712361,New to this comp: need small help in getting started,0,0,1,0,False,2026-06-22T19:32:31.839740600Z,2026-06-22T19:32:31.840Z,False,https://www.kaggle.com/competitions/pokemon-tcg-ai-battle/discussion/712361
709704,CPU vs GPU runtime,2,1,2,0,False,2026-06-19T18:09:35.295731200Z,2026-06-22T16:25:01.260Z,False,https://www.kaggle.com/competitions/pokemon-tcg-ai-battle/discussion/709704
712120,What Do We Mean by “Pokémon TCG Intelligence”?,0,1,2,0,False,2026-06-22T13:01:55.287981400Z,2026-06-22T16:21:26.430Z,False,https://www.kaggle.com/competitions/pokemon-tcg-ai-battle/discussion/712120
708766,Significant disparity in scope between Japanese and English rulebooks,3,1,2,0,False,2026-06-16T21:13:54.164600300Z,2026-06-23T02:21:07.666666700Z,False,https://www.kaggle.com/competitions/pokemon-tcg-ai-battle/discussion/708766
709518,[Solved] Suspected Serious Regulation Violation (Account sharing),3,4,5,0,False,2026-06-19T03:02:03.708649Z,2026-06-19T12:27:40.733333300Z,False,https://www.kaggle.com/competitions/pokemon-tcg-ai-battle/discussion/709518
711662,Are Cloud-Based AI Coding Assistants Permitted for Private Competition Code?,0,1,2,0,False,2026-06-21T18:31:35.863749Z,2026-06-22T17:55:10.763333300Z,False,https://www.kaggle.com/competitions/pokemon-tcg-ai-battle/discussion/711662
711509,Will the card pool be updated with the release of Pitch Black?,0,2,3,0,False,2026-06-21T14:38:01.638120100Z,2026-06-22T15:45:07.430Z,False,https://www.kaggle.com/competitions/pokemon-tcg-ai-battle/discussion/711509
711831,"A per agent ""download all replays"" button to go with the daily episode datasets?",0,1,2,0,False,2026-06-22T04:37:28.794384400Z,2026-06-22T06:30:38.016666700Z,False,https://www.kaggle.com/competitions/pokemon-tcg-ai-battle/discussion/711831
711381,Which official TCG format does the competition's Card Pool map to?,0,1,2,0,False,2026-06-21T11:37:12.099755400Z,2026-06-22T15:44:47.536666700Z,False,https://www.kaggle.com/competitions/pokemon-tcg-ai-battle/discussion/711381
709035,Limitless TGG,7,3,4,0,False,2026-06-17T12:48:56.321037800Z,2026-06-19T11:33:28.216666700Z,False,https://www.kaggle.com/competitions/pokemon-tcg-ai-battle/discussion/709035
708663,[Beginner Guide] From Deck List to First Valid Submission,21,0,1,0,False,2026-06-16T15:56:07.901493500Z,2026-06-16T15:56:07.900Z,False,https://www.kaggle.com/competitions/pokemon-tcg-ai-battle/discussion/708663
711417,Local setup notes: macOS + Docker smoke test workflow,0,0,1,0,False,2026-06-21T12:13:17.252826100Z,2026-06-21T12:13:17.253333300Z,False,https://www.kaggle.com/competitions/pokemon-tcg-ai-battle/discussion/711417
711352,Problems when running certain decks against each other!!,0,0,1,0,False,2026-06-21T11:05:40.692054300Z,2026-06-21T11:05:40.693333300Z,False,https://www.kaggle.com/competitions/pokemon-tcg-ai-battle/discussion/711352
709301,Deck Image Renderer Notebook: English / Japanese card images,6,1,2,0,False,2026-06-18T06:18:13.302410300Z,2026-06-18T13:34:50.560Z,False,https://www.kaggle.com/competitions/pokemon-tcg-ai-battle/discussion/709301
709475,"Pokemon center lady, the banned card?",1,2,3,0,False,2026-06-18T20:37:06.088442600Z,2026-06-22T15:45:23.823333300Z,False,https://www.kaggle.com/competitions/pokemon-tcg-ai-battle/discussion/709475
709071,Can you manipulate coin flips? — 300k-game test says no / コインの乱数調整は可能か — 30万試合の実測で「不可能」,9,0,1,0,False,2026-06-17T14:40:14.443819400Z,2026-06-17T14:40:14.443333300Z,False,https://www.kaggle.com/competitions/pokemon-tcg-ai-battle/discussion/709071
709490,What can we learn from previous AI card games simulators?,4,0,1,0,False,2026-06-18T21:58:45.872906900Z,2026-06-18T21:58:45.873333300Z,False,https://www.kaggle.com/competitions/pokemon-tcg-ai-battle/discussion/709490
709974,ポケカAIの進捗2 ~スターミー~,0,0,1,0,False,2026-06-20T03:39:11.051214600Z,2026-06-20T03:39:11.050Z,False,https://www.kaggle.com/competitions/pokemon-tcg-ai-battle/discussion/709974
709554,2026-06-19 Public Top-100 Meta Snapshot from Visible Game History,2,1,2,0,False,2026-06-19T05:51:09.789608600Z,2026-06-19T05:55:20.660Z,False,https://www.kaggle.com/competitions/pokemon-tcg-ai-battle/discussion/709554
709598,"""External Data"" Clarification",0,5,6,0,False,2026-06-19T08:58:12.062772600Z,2026-06-21T00:52:26.793333300Z,False,https://www.kaggle.com/competitions/pokemon-tcg-ai-battle/discussion/709598
709005,My Notes on Rules & Strategy — What's Your Approach?,6,2,3,0,False,2026-06-17T11:04:00.988454600Z,2026-06-17T11:44:53.153333300Z,False,https://www.kaggle.com/competitions/pokemon-tcg-ai-battle/discussion/709005
709895,[Solved] [Bug] Player going first can attack on Turn 1,0,2,3,0,False,2026-06-20T02:28:22.852439600Z,2026-06-20T12:30:45.853333300Z,False,https://www.kaggle.com/competitions/pokemon-tcg-ai-battle/discussion/709895
708979,Permissibility of Using External Data (Data from the Official Website),5,2,3,0,False,2026-06-17T09:34:09.930544100Z,2026-06-17T16:06:32.130Z,False,https://www.kaggle.com/competitions/pokemon-tcg-ai-battle/discussion/708979
708880,Why only 2 month?,3,2,3,0,False,2026-06-17T05:51:06.808441900Z,2026-06-17T13:59:33.293333300Z,False,https://www.kaggle.com/competitions/pokemon-tcg-ai-battle/discussion/708880
709284,Seeking Attack ID,-1,2,3,0,False,2026-06-18T04:38:55.153120900Z,2026-06-20T20:46:40.336666700Z,False,https://www.kaggle.com/competitions/pokemon-tcg-ai-battle/discussion/709284
708866,Preliminary Question about Decks,3,1,2,0,False,2026-06-17T05:20:06.702654900Z,2026-06-18T08:42:29.096666700Z,False,https://www.kaggle.com/competitions/pokemon-tcg-ai-battle/discussion/708866
709664,Hop’s bag issues,0,0,1,0,False,2026-06-19T15:01:39.993828400Z,2026-06-19T15:01:39.993333300Z,False,https://www.kaggle.com/competitions/pokemon-tcg-ai-battle/discussion/709664
709596,"""Private Sharing"" Clarification",0,2,3,0,False,2026-06-19T08:50:46.812252700Z,2026-06-19T12:05:14.700Z,False,https://www.kaggle.com/competitions/pokemon-tcg-ai-battle/discussion/709596
709545,"Rule Clarification - ""Unfair playing practices""",1,1,2,0,False,2026-06-19T05:08:28.938908500Z,2026-06-19T12:15:01.636666700Z,False,https://www.kaggle.com/competitions/pokemon-tcg-ai-battle/discussion/709545
708928,"Are Codex, Claude Code, and Similar LLM Tools Allowed for Preprocessing Competition Data?",2,2,3,0,False,2026-06-17T07:39:17.624268Z,2026-06-17T21:04:49.496666700Z,False,https://www.kaggle.com/competitions/pokemon-tcg-ai-battle/discussion/708928
709220,Using languages other than Python,2,1,2,0,False,2026-06-17T22:02:56.444142800Z,2026-06-18T00:40:36.056666700Z,False,https://www.kaggle.com/competitions/pokemon-tcg-ai-battle/discussion/709220
709498,Public 7 + Sample 4 matchup matrix,1,0,1,0,False,2026-06-19T00:09:34.019056900Z,2026-06-19T00:09:34.020Z,False,https://www.kaggle.com/competitions/pokemon-tcg-ai-battle/discussion/709498
709414,"Rule-based, RL, or agentic RLed?",0,0,1,0,False,2026-06-18T16:18:45.145948300Z,2026-06-18T16:18:45.146666700Z,False,https://www.kaggle.com/competitions/pokemon-tcg-ai-battle/discussion/709414
709320,Clarification on the “Reasonableness Standard” for Excessive Costs,0,1,2,0,False,2026-06-18T08:02:57.864477600Z,2026-06-18T17:44:29.066666700Z,False,https://www.kaggle.com/competitions/pokemon-tcg-ai-battle/discussion/709320
709393,Where is the source code of the environment?,0,0,1,0,False,2026-06-18T13:56:17.114169800Z,2026-06-18T13:56:17.113333300Z,False,https://www.kaggle.com/competitions/pokemon-tcg-ai-battle/discussion/709393
709390,Revenge KOs implementation ,1,0,1,0,False,2026-06-18T13:41:48.543484Z,2026-06-18T13:41:48.543333300Z,False,https://www.kaggle.com/competitions/pokemon-tcg-ai-battle/discussion/709390
709325,Is there a way to quickly visualize what the cards look like as images?,0,0,1,0,False,2026-06-18T08:17:18.256111400Z,2026-06-18T08:17:18.256666700Z,False,https://www.kaggle.com/competitions/pokemon-tcg-ai-battle/discussion/709325
709293,Local Visualization Without Submission,1,0,1,0,False,2026-06-18T05:35:30.576343100Z,2026-06-18T05:35:30.576666700Z,False,https://www.kaggle.com/competitions/pokemon-tcg-ai-battle/discussion/709293
709236,Reactivation of old agents,0,1,2,0,False,2026-06-17T23:49:26.241475900Z,2026-06-18T00:35:24.210Z,False,https://www.kaggle.com/competitions/pokemon-tcg-ai-battle/discussion/709236
709167,How to test the agent implementation?,0,0,1,0,False,2026-06-17T19:58:09.777065500Z,2026-06-17T19:58:09.776666700Z,False,https://www.kaggle.com/competitions/pokemon-tcg-ai-battle/discussion/709167
709148,Interesting competition,1,0,1,0,False,2026-06-17T18:20:42.574440500Z,2026-06-17T18:20:42.573333300Z,False,https://www.kaggle.com/competitions/pokemon-tcg-ai-battle/discussion/709148
