archetype_rank,archetype_id,archetype_label,representative_exact_deck_id,card_id,card_name_en,card_name_jp,card_group,card_subtype,count
9,A09,Mega Kangaskhan ex / Latias ex / Meowth ex,deck_14c31dd130a3,1123,Switch,ポケモンいれかえ,Trainer,Item,1
9,A09,Mega Kangaskhan ex / Latias ex / Meowth ex,deck_14c31dd130a3,1146,Wondrous Patch,ワンダーパッチ,Trainer,Item,3
9,A09,Mega Kangaskhan ex / Latias ex / Meowth ex,deck_14c31dd130a3,1152,Poké Pad,ポケパッド,Trainer,Item,4
9,A09,Mega Kangaskhan ex / Latias ex / Meowth ex,deck_14c31dd130a3,1188,Ciphermaniac’s Codebreaking,暗号マニアの解読,Trainer,Supporter,4
9,A09,Mega Kangaskhan ex / Latias ex / Meowth ex,deck_14c31dd130a3,1194,Colress’s Tenacity,アクロマの執念,Trainer,Supporter,1
9,A09,Mega Kangaskhan ex / Latias ex / Meowth ex,deck_14c31dd130a3,1225,Hilda,トウコ,Trainer,Supporter,1
9,A09,Mega Kangaskhan ex / Latias ex / Meowth ex,deck_14c31dd130a3,1227,Lillie's Determination,リーリエの決心,Trainer,Supporter,4
9,A09,Mega Kangaskhan ex / Latias ex / Meowth ex,deck_14c31dd130a3,1248,Academy at Night,夜のアカデミー,Trainer,Stadium,4
9,A09,Mega Kangaskhan ex / Latias ex / Meowth ex,deck_14c31dd130a3,5,Basic {P} Energy,基本【超】エネルギー,Energy,Basic Energy,4
9,A09,Mega Kangaskhan ex / Latias ex / Meowth ex,deck_14c31dd130a3,19,Telepath Psychic Energy,テレパス【超】エネルギー,Energy,Special Energy,4
10,A10,Hydrapple ex / Teal Mask Ogerpon ex / Meowth ex,deck_b464a974612c,93,Dipplin,カミッチュ,Pokémon,Stage 1 Pokémon,2
10,A10,Hydrapple ex / Teal Mask Ogerpon ex / Meowth ex,deck_b464a974612c,96,Teal Mask Ogerpon ex,オーガポン みどりのめんex,Pokémon,Basic Pokémon,4
10,A10,Hydrapple ex / Teal Mask Ogerpon ex / Meowth ex,deck_b464a974612c,140,Fezandipiti ex,キチキギスex,Pokémon,Basic Pokémon,1
10,A10,Hydrapple ex / Teal Mask Ogerpon ex / Meowth ex,deck_b464a974612c,149,Applin,カジッチュ,Pokémon,Basic Pokémon,1
10,A10,Hydrapple ex / Teal Mask Ogerpon ex / Meowth ex,deck_b464a974612c,150,Hydrapple ex,カミツオロチex,Pokémon,Stage 2 Pokémon,2
10,A10,Hydrapple ex / Teal Mask Ogerpon ex / Meowth ex,deck_b464a974612c,346,Applin,カジッチュ,Pokémon,Basic Pokémon,1
10,A10,Hydrapple ex / Teal Mask Ogerpon ex / Meowth ex,deck_b464a974612c,709,Bayleef,ベイリーフ,Pokémon,Stage 1 Pokémon,1
10,A10,Hydrapple ex / Teal Mask Ogerpon ex / Meowth ex,deck_b464a974612c,710,Meganium,メガニウム,Pokémon,Stage 2 Pokémon,2
10,A10,Hydrapple ex / Teal Mask Ogerpon ex / Meowth ex,deck_b464a974612c,917,Chikorita,チコリータ,Pokémon,Basic Pokémon,2
10,A10,Hydrapple ex / Teal Mask Ogerpon ex / Meowth ex,deck_b464a974612c,918,Bayleef,ベイリーフ,Pokémon,Stage 1 Pokémon,1
10,A10,Hydrapple ex / Teal Mask Ogerpon ex / Meowth ex,deck_b464a974612c,1071,Meowth ex,ニャースex,Pokémon,Basic Pokémon,2
10,A10,Hydrapple ex / Teal Mask Ogerpon ex / Meowth ex,deck_b464a974612c,1080,Unfair Stamp,アンフェアスタンプ,Trainer,Item,1
10,A10,Hydrapple ex / Teal Mask Ogerpon ex / Meowth ex,deck_b464a974612c,1094,Bug Catching Set,むしとりセット,Trainer,Item,4
10,A10,Hydrapple ex / Teal Mask Ogerpon ex / Meowth ex,deck_b464a974612c,1097,Night Stretcher,夜のタンカ,Trainer,Item,1
10,A10,Hydrapple ex / Teal Mask Ogerpon ex / Meowth ex,deck_b464a974612c,1121,Ultra Ball,ハイパーボール,Trainer,Item,4
10,A10,Hydrapple ex / Teal Mask Ogerpon ex / Meowth ex,deck_b464a974612c,1152,Poké Pad,ポケパッド,Trainer,Item,1
10,A10,Hydrapple ex / Teal Mask Ogerpon ex / Meowth ex,deck_b464a974612c,1182,Boss’s Orders,ボスの指令,Trainer,Supporter,2
10,A10,Hydrapple ex / Teal Mask Ogerpon ex / Meowth ex,deck_b464a974612c,1184,Lana’s Aid,スイレンのお世話,Trainer,Supporter,1
10,A10,Hydrapple ex / Teal Mask Ogerpon ex / Meowth ex,deck_b464a974612c,1188,Ciphermaniac’s Codebreaking,暗号マニアの解読,Trainer,Supporter,1
10,A10,Hydrapple ex / Teal Mask Ogerpon ex / Meowth ex,deck_b464a974612c,1227,Lillie's Determination,リーリエの決心,Trainer,Supporter,4
10,A10,Hydrapple ex / Teal Mask Ogerpon ex / Meowth ex,deck_b464a974612c,1231,Dawn,ヒカリ,Trainer,Supporter,1
10,A10,Hydrapple ex / Teal Mask Ogerpon ex / Meowth ex,deck_b464a974612c,1261,Forest of Vitality,活力の森,Trainer,Stadium,4
10,A10,Hydrapple ex / Teal Mask Ogerpon ex / Meowth ex,deck_b464a974612c,1,Basic {G} Energy,基本【草】エネルギー,Energy,Basic Energy,17
