selection_rank,name,archetype_id,archetype_label,evidence_tier,sampling_weight,source_deck_file,canonical_deck_sha256
106,bc_pool_cynthia_s_garchomp_dd39e7f2445d,CYNTHIA_S_GARCHOMP,Cynthia's Garchomp,B,0.0022972103885478988,cynthia_s_garchomp/v04_dd39e7f2445d.csv,dd39e7f2445d5ea0b392a170cf5e1d8bbc0ed59e1cbf615618002d0eb2924e7d
107,bc_pool_mega_kangaskhan_9daf2911cdf2,MEGA_KANGASKHAN,Mega Kangaskhan,C,0.00069131611699554951,mega_kangaskhan/v03_9daf2911cdf2.csv,9daf2911cdf220fc236765338d308867bf2828dc5d26063c3ce515a77a02b320
108,bc_pool_kangaskhan_crustle_a8efd547711b,KANGASKHAN_CRUSTLE,Kangaskhan / Crustle,C,0.00064418699423543285,kangaskhan_crustle/v05_a8efd547711b.csv,a8efd547711b23af89848d0b9d7ccdd90da03ec551666bb8880cd66c8ddcfda6
109,bc_pool_mega_lopunny_dudunsparce_14b095075524,MEGA_LOPUNNY_DUDUNSPARCE,Mega Lopunny / Dudunsparce,C,0.00063125466482207406,mega_lopunny_dudunsparce/v04_14b095075524.csv,14b0950755246f7a76c8a0da859ed66e2df33768c844c84c6a5fae04f1d54c03
110,bc_pool_chandelure_554a1684a194,CHANDELURE,Chandelure,C,0.00087514444351047835,chandelure/v05_554a1684a194.csv,554a1684a194511452316334656cd079c691a8569cd6c381bcc96772f9b24a05
111,bc_pool_ogerpon_toolbox_60ad8ec6e9be,OGERPON_TOOLBOX,Ogerpon toolbox,C,0.00064037764782920751,ogerpon_toolbox/v04_60ad8ec6e9be.csv,60ad8ec6e9be97f9215c0a1868543a65af67a873b13a457696f4e96b118a4c34
112,bc_pool_dragapult_17cd742b9438,DRAGAPULT,Dragapult,C,0.00063331517405424418,dragapult/v03_17cd742b9438.csv,17cd742b94386fa5e003e8e43a7ea5b4bbb2f39443f75b0fe7ba81d15f3a1f35
113,bc_pool_raging_bolt_ogerpon_e9b5a0048706,RAGING_BOLT_OGERPON,Raging Bolt / Ogerpon,B,0.0021143621990201175,raging_bolt_ogerpon/v03_e9b5a0048706.csv,e9b5a00487067bc8c7ae032aba77284fb1d1efb79a98ff8971f40f7c24ff85b4
114,bc_pool_kangaskhan_slowking_61e5ba217ac6,KANGASKHAN_SLOWKING,Kangaskhan / Slowking,C,0.00060721407429828087,kangaskhan_slowking/v04_61e5ba217ac6.csv,61e5ba217ac616c36ccf09b732befbe762a3ee38a4e92c15750a4e08f10856a1
115,bc_pool_mega_starmie_a2c10776f498,MEGA_STARMIE,Mega Starmie,C,0.00064385073966171074,mega_starmie/v05_a2c10776f498.csv,a2c10776f4981d5880e6930b9b43b02d23d1dbe9ae038e81e7f83f4778a0f4ae
116,bc_pool_kangaskhan_slowking_e0740332ad55,KANGASKHAN_SLOWKING,Kangaskhan / Slowking,C,0.00064094269817300620,kangaskhan_slowking/v05_e0740332ad55.csv,e0740332ad55bd6dcbd75c48d1e5205e50ceffc8369b89fa4aae94413db083cf
117,bc_pool_mega_lopunny_0a96274ca2b5,MEGA_LOPUNNY,Mega Lopunny,C,0.00068332536602070683,mega_lopunny/v04_0a96274ca2b5.csv,0a96274ca2b5ea211b073b495601600c747bb64903e177e4c54649a308b20b5e
118,bc_pool_mega_lopunny_b309a24b1d36,MEGA_LOPUNNY,Mega Lopunny,C,0.00062361353251552828,mega_lopunny/v05_b309a24b1d36.csv,b309a24b1d36bcc061de8c37c5a63108345f3c56c379dbb4b0b7468692aabc35
119,bc_pool_ogerpon_toolbox_dc0c6dce19d6,OGERPON_TOOLBOX,Ogerpon toolbox,C,0.00061472092257065813,ogerpon_toolbox/v05_dc0c6dce19d6.csv,dc0c6dce19d68a776bad0e4c40e99cd5bfc1fea905b7a38bb1c6749f46af7639
120,bc_pool_n_s_zoroark_6a4aa9b5a497,N_S_ZOROARK,N's Zoroark,C,0.00066018480950487618,n_s_zoroark/v05_6a4aa9b5a497.csv,6a4aa9b5a49733dfb6443a08830044316a05c9ab7feeb884227a3d2654b6ea39
121,bc_pool_mega_kangaskhan_aaacc773fc20,MEGA_KANGASKHAN,Mega Kangaskhan,C,0.00060928883411926328,mega_kangaskhan/v05_aaacc773fc20.csv,aaacc773fc20de96ad7f553019267e576b3eb0480deb2c740d483ed35a7f8c9e
122,bc_pool_mega_kangaskhan_b072d9eb321e,MEGA_KANGASKHAN,Mega Kangaskhan,C,0.00063251210110685011,mega_kangaskhan/v04_b072d9eb321e.csv,b072d9eb321e566cadabced766bff830100f15957a2a50adb3275f16b979ccc0
123,bc_pool_cynthia_s_garchomp_39fb18fd9ff2,CYNTHIA_S_GARCHOMP,Cynthia's Garchomp,D,0.00018422950606403313,cynthia_s_garchomp/v05_39fb18fd9ff2.csv,39fb18fd9ff204e86299a92ac22092fdd41fb6111a48f8ebb82aabd2039d01ef
124,bc_pool_festival_lead_dipplin_1e9cb92d8b02,FESTIVAL_LEAD_DIPPLIN,Festival Lead / Dipplin,D,0.00018294842626459878,festival_lead_dipplin/v05_1e9cb92d8b02.csv,1e9cb92d8b026b70281cc0d17f2218b0225d3e6225358334b9b2147c81af2b71
125,bc_pool_team_rocket_s_mewtwo_spidops_83d746b9a855,TEAM_ROCKET_S_MEWTWO_SPIDOPS,Team Rocket's Mewtwo / Spidops,C,0.00056960168749012568,team_rocket_s_mewtwo_spidops/v05_83d746b9a855.csv,83d746b9a85560f395d01a360644b5da96585ea5c32027f67d6a2ae9a5799653
126,bc_pool_mega_lucario_cbe1e1c8e8ab,MEGA_LUCARIO,Mega Lucario,C,0.00056121808574023267,mega_lucario/v05_cbe1e1c8e8ab.csv,cbe1e1c8e8ab5695619729d79ee88e358685682232370279b1ab9f9f30729d09
127,bc_pool_mega_lopunny_dudunsparce_c745adcfbcf6,MEGA_LOPUNNY_DUDUNSPARCE,Mega Lopunny / Dudunsparce,C,0.00053118270195676024,mega_lopunny_dudunsparce/v05_c745adcfbcf6.csv,c745adcfbcf614ddc0df8df16899ce3bd159cc7cd768ba635b2d2959cf5f874c
128,bc_pool_hydrapple_ogerpon_20980ada7d0a,HYDRAPPLE_OGERPON,Hydrapple / Ogerpon,C,0.00055057382923921999,hydrapple_ogerpon/v05_20980ada7d0a.csv,20980ada7d0a6657de44d221bb87dd6401b9f96bfc50921e5c6e9de3ba1f52a6
129,bc_pool_dragapult_09333013cb67,DRAGAPULT,Dragapult,C,0.00053011998427317307,dragapult/v04_09333013cb67.csv,09333013cb672711897aef7b1e764fb857bb07eeb204d59f1aa75475b9ba6804
130,bc_pool_dragapult_09f9eb3330e6,DRAGAPULT,Dragapult,C,0.00053011998427317307,dragapult/v05_09f9eb3330e6.csv,09f9eb3330e6c19e7fb99ad03a98eb1afd95fe5b7b4d9396f11b1fca00f05928
131,bc_pool_grimmsnarl_froslass_a5e495c21d3c,GRIMMSNARL_FROSLASS,Grimmsnarl / Froslass,C,0.00051350974461787809,grimmsnarl_froslass/v04_a5e495c21d3c.csv,a5e495c21d3cb1c61763b7819c8755a672a04e35610f6493e20ea3d67a2720e0
132,bc_pool_grimmsnarl_froslass_deb621b46836,GRIMMSNARL_FROSLASS,Grimmsnarl / Froslass,C,0.00051350974461787809,grimmsnarl_froslass/v05_deb621b46836.csv,deb621b4683604925fd21e2ab6be0137d511b80efbe396a491e5af1bf8db3936
133,bc_pool_alakazam_dee1de023a9f,ALAKAZAM,Alakazam,C,0.00051168292865091296,alakazam/v05_dee1de023a9f.csv,dee1de023a9f78a922273c4dd5e4ef63113a246e338c55daa8745563efc2b7e8
